-------- MisiSeqMS Start -------
File:C:\Users\patch\OneDrive\Documents\VisualStudio2022\Projects\MidiSeqMS\MusicStudioSongFiles\MusicStudio\PRELUDE.SNG has 2714 Bytes
==== PROCESS->Added 2 Objects
    Note:67 EVENT:21 Tick:10 State:2  *Ticks:257
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:9 State:2  *Ticks:258
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:8 State:2  *Ticks:259
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:7 State:2  *Ticks:260
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:6 State:2  *Ticks:261
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:5 State:2  *Ticks:262
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:4 State:2  *Ticks:263
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:3 State:2  *Ticks:264
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:2 State:3  *Ticks:265
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:1 State:3  *Ticks:266
---- PLAY QUEUE: Total Objects:1
    Note:67 EVENT:21 Tick:0 State:4  *Ticks:267
   ---- Note Timed Out: Pitch:67 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:11 State:2  *Ticks:268
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:10 State:2  *Ticks:269
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:9 State:2  *Ticks:270
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:8 State:2  *Ticks:271
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:7 State:2  *Ticks:272
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:6 State:2  *Ticks:273
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:5 State:2  *Ticks:274
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:4 State:2  *Ticks:275
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:3 State:2  *Ticks:276
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:2 State:3  *Ticks:277
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:1 State:3  *Ticks:278
---- PLAY QUEUE: Total Objects:1
    Note:69 EVENT:22 Tick:0 State:4  *Ticks:279
   ---- Note Timed Out: Pitch:69 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:11 State:2  *Ticks:280
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:10 State:2  *Ticks:281
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:9 State:2  *Ticks:282
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:8 State:2  *Ticks:283
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:7 State:2  *Ticks:284
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:6 State:2  *Ticks:285
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:5 State:2  *Ticks:286
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:4 State:2  *Ticks:287
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:3 State:2  *Ticks:288
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:2 State:3  *Ticks:289
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:1 State:3  *Ticks:290
---- PLAY QUEUE: Total Objects:1
    Note:71 EVENT:23 Tick:0 State:4  *Ticks:291
   ---- Note Timed Out: Pitch:71 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:71 State:2  *Ticks:292
    Note:60 EVENT:24 Tick:23 State:2  *Ticks:292
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:70 State:2  *Ticks:293
    Note:60 EVENT:24 Tick:22 State:2  *Ticks:293
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:69 State:2  *Ticks:294
    Note:60 EVENT:24 Tick:21 State:2  *Ticks:294
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:68 State:2  *Ticks:295
    Note:60 EVENT:24 Tick:20 State:2  *Ticks:295
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:67 State:2  *Ticks:296
    Note:60 EVENT:24 Tick:19 State:2  *Ticks:296
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:66 State:2  *Ticks:297
    Note:60 EVENT:24 Tick:18 State:2  *Ticks:297
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:65 State:2  *Ticks:298
    Note:60 EVENT:24 Tick:17 State:2  *Ticks:298
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:64 State:2  *Ticks:299
    Note:60 EVENT:24 Tick:16 State:2  *Ticks:299
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:63 State:2  *Ticks:300
    Note:60 EVENT:24 Tick:15 State:2  *Ticks:300
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:62 State:2  *Ticks:301
    Note:60 EVENT:24 Tick:14 State:2  *Ticks:301
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:61 State:2  *Ticks:302
    Note:60 EVENT:24 Tick:13 State:2  *Ticks:302
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:60 State:2  *Ticks:303
    Note:60 EVENT:24 Tick:12 State:2  *Ticks:303
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:59 State:2  *Ticks:304
    Note:60 EVENT:24 Tick:11 State:2  *Ticks:304
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:58 State:2  *Ticks:305
    Note:60 EVENT:24 Tick:10 State:2  *Ticks:305
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:57 State:2  *Ticks:306
    Note:60 EVENT:24 Tick:9 State:2  *Ticks:306
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:56 State:2  *Ticks:307
    Note:60 EVENT:24 Tick:8 State:2  *Ticks:307
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:55 State:2  *Ticks:308
    Note:60 EVENT:24 Tick:7 State:2  *Ticks:308
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:54 State:2  *Ticks:309
    Note:60 EVENT:24 Tick:6 State:2  *Ticks:309
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:53 State:2  *Ticks:310
    Note:60 EVENT:24 Tick:5 State:2  *Ticks:310
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:52 State:2  *Ticks:311
    Note:60 EVENT:24 Tick:4 State:2  *Ticks:311
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:51 State:2  *Ticks:312
    Note:60 EVENT:24 Tick:3 State:2  *Ticks:312
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:50 State:2  *Ticks:313
    Note:60 EVENT:24 Tick:2 State:3  *Ticks:313
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:49 State:2  *Ticks:314
    Note:60 EVENT:24 Tick:1 State:3  *Ticks:314
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:48 State:2  *Ticks:315
    Note:60 EVENT:24 Tick:0 State:4  *Ticks:315
   ---- Note Timed Out: Pitch:60 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:47 State:2  *Ticks:316
    Note:65 EVENT:25 Tick:11 State:2  *Ticks:316
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:46 State:2  *Ticks:317
    Note:65 EVENT:25 Tick:10 State:2  *Ticks:317
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:45 State:2  *Ticks:318
    Note:65 EVENT:25 Tick:9 State:2  *Ticks:318
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:44 State:2  *Ticks:319
    Note:65 EVENT:25 Tick:8 State:2  *Ticks:319
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:43 State:2  *Ticks:320
    Note:65 EVENT:25 Tick:7 State:2  *Ticks:320
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:42 State:2  *Ticks:321
    Note:65 EVENT:25 Tick:6 State:2  *Ticks:321
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:41 State:2  *Ticks:322
    Note:65 EVENT:25 Tick:5 State:2  *Ticks:322
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:40 State:2  *Ticks:323
    Note:65 EVENT:25 Tick:4 State:2  *Ticks:323
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:39 State:2  *Ticks:324
    Note:65 EVENT:25 Tick:3 State:2  *Ticks:324
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:38 State:2  *Ticks:325
    Note:65 EVENT:25 Tick:2 State:3  *Ticks:325
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:37 State:2  *Ticks:326
    Note:65 EVENT:25 Tick:1 State:3  *Ticks:326
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:36 State:2  *Ticks:327
    Note:65 EVENT:25 Tick:0 State:4  *Ticks:327
   ---- Note Timed Out: Pitch:65 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:35 State:2  *Ticks:328
    Note:64 EVENT:26 Tick:11 State:2  *Ticks:328
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:34 State:2  *Ticks:329
    Note:64 EVENT:26 Tick:10 State:2  *Ticks:329
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:33 State:2  *Ticks:330
    Note:64 EVENT:26 Tick:9 State:2  *Ticks:330
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:32 State:2  *Ticks:331
    Note:64 EVENT:26 Tick:8 State:2  *Ticks:331
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:31 State:2  *Ticks:332
    Note:64 EVENT:26 Tick:7 State:2  *Ticks:332
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:30 State:2  *Ticks:333
    Note:64 EVENT:26 Tick:6 State:2  *Ticks:333
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:29 State:2  *Ticks:334
    Note:64 EVENT:26 Tick:5 State:2  *Ticks:334
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:28 State:2  *Ticks:335
    Note:64 EVENT:26 Tick:4 State:2  *Ticks:335
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:27 State:2  *Ticks:336
    Note:64 EVENT:26 Tick:3 State:2  *Ticks:336
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:26 State:2  *Ticks:337
    Note:64 EVENT:26 Tick:2 State:3  *Ticks:337
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:25 State:2  *Ticks:338
    Note:64 EVENT:26 Tick:1 State:3  *Ticks:338
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:24 State:2  *Ticks:339
    Note:64 EVENT:26 Tick:0 State:4  *Ticks:339
   ---- Note Timed Out: Pitch:64 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:23 State:2  *Ticks:340
    Note:65 EVENT:27 Tick:23 State:2  *Ticks:340
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:22 State:2  *Ticks:341
    Note:65 EVENT:27 Tick:22 State:2  *Ticks:341
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:21 State:2  *Ticks:342
    Note:65 EVENT:27 Tick:21 State:2  *Ticks:342
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:20 State:2  *Ticks:343
    Note:65 EVENT:27 Tick:20 State:2  *Ticks:343
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:19 State:2  *Ticks:344
    Note:65 EVENT:27 Tick:19 State:2  *Ticks:344
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:18 State:2  *Ticks:345
    Note:65 EVENT:27 Tick:18 State:2  *Ticks:345
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:17 State:2  *Ticks:346
    Note:65 EVENT:27 Tick:17 State:2  *Ticks:346
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:16 State:2  *Ticks:347
    Note:65 EVENT:27 Tick:16 State:2  *Ticks:347
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:15 State:2  *Ticks:348
    Note:65 EVENT:27 Tick:15 State:2  *Ticks:348
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:14 State:2  *Ticks:349
    Note:65 EVENT:27 Tick:14 State:2  *Ticks:349
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:13 State:2  *Ticks:350
    Note:65 EVENT:27 Tick:13 State:2  *Ticks:350
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:12 State:2  *Ticks:351
    Note:65 EVENT:27 Tick:12 State:2  *Ticks:351
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:11 State:2  *Ticks:352
    Note:65 EVENT:27 Tick:11 State:2  *Ticks:352
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:10 State:2  *Ticks:353
    Note:65 EVENT:27 Tick:10 State:2  *Ticks:353
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:9 State:2  *Ticks:354
    Note:65 EVENT:27 Tick:9 State:2  *Ticks:354
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:8 State:2  *Ticks:355
    Note:65 EVENT:27 Tick:8 State:2  *Ticks:355
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:7 State:2  *Ticks:356
    Note:65 EVENT:27 Tick:7 State:2  *Ticks:356
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:6 State:2  *Ticks:357
    Note:65 EVENT:27 Tick:6 State:2  *Ticks:357
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:5 State:2  *Ticks:358
    Note:65 EVENT:27 Tick:5 State:2  *Ticks:358
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:4 State:2  *Ticks:359
    Note:65 EVENT:27 Tick:4 State:2  *Ticks:359
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:3 State:2  *Ticks:360
    Note:65 EVENT:27 Tick:3 State:2  *Ticks:360
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:2 State:3  *Ticks:361
    Note:65 EVENT:27 Tick:2 State:3  *Ticks:361
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:1 State:3  *Ticks:362
    Note:65 EVENT:27 Tick:1 State:3  *Ticks:362
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:24 Tick:0 State:4  *Ticks:363
   ---- Note Timed Out: Pitch:72 Ticks:0
    Note:65 EVENT:27 Tick:0 State:4  *Ticks:363
   ---- Note Timed Out: Pitch:65 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:23 State:2  *Ticks:364
    Note:60 EVENT:28 Tick:23 State:2  *Ticks:364
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:22 State:2  *Ticks:365
    Note:60 EVENT:28 Tick:22 State:2  *Ticks:365
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:21 State:2  *Ticks:366
    Note:60 EVENT:28 Tick:21 State:2  *Ticks:366
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:20 State:2  *Ticks:367
    Note:60 EVENT:28 Tick:20 State:2  *Ticks:367
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:19 State:2  *Ticks:368
    Note:60 EVENT:28 Tick:19 State:2  *Ticks:368
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:18 State:2  *Ticks:369
    Note:60 EVENT:28 Tick:18 State:2  *Ticks:369
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:17 State:2  *Ticks:370
    Note:60 EVENT:28 Tick:17 State:2  *Ticks:370
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:16 State:2  *Ticks:371
    Note:60 EVENT:28 Tick:16 State:2  *Ticks:371
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:15 State:2  *Ticks:372
    Note:60 EVENT:28 Tick:15 State:2  *Ticks:372
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:14 State:2  *Ticks:373
    Note:60 EVENT:28 Tick:14 State:2  *Ticks:373
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:13 State:2  *Ticks:374
    Note:60 EVENT:28 Tick:13 State:2  *Ticks:374
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:12 State:2  *Ticks:375
    Note:60 EVENT:28 Tick:12 State:2  *Ticks:375
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:11 State:2  *Ticks:376
    Note:60 EVENT:28 Tick:11 State:2  *Ticks:376
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:10 State:2  *Ticks:377
    Note:60 EVENT:28 Tick:10 State:2  *Ticks:377
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:9 State:2  *Ticks:378
    Note:60 EVENT:28 Tick:9 State:2  *Ticks:378
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:8 State:2  *Ticks:379
    Note:60 EVENT:28 Tick:8 State:2  *Ticks:379
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:7 State:2  *Ticks:380
    Note:60 EVENT:28 Tick:7 State:2  *Ticks:380
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:6 State:2  *Ticks:381
    Note:60 EVENT:28 Tick:6 State:2  *Ticks:381
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:5 State:2  *Ticks:382
    Note:60 EVENT:28 Tick:5 State:2  *Ticks:382
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:4 State:2  *Ticks:383
    Note:60 EVENT:28 Tick:4 State:2  *Ticks:383
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:3 State:2  *Ticks:384
    Note:60 EVENT:28 Tick:3 State:2  *Ticks:384
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:2 State:3  *Ticks:385
    Note:60 EVENT:28 Tick:2 State:3  *Ticks:385
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:1 State:3  *Ticks:386
    Note:60 EVENT:28 Tick:1 State:3  *Ticks:386
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:28 Tick:0 State:4  *Ticks:387
   ---- Note Timed Out: Pitch:72 Ticks:0
    Note:60 EVENT:28 Tick:0 State:4  *Ticks:387
   ---- Note Timed Out: Pitch:60 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:23 State:2  *Ticks:388
    Note:64 EVENT:29 Tick:23 State:2  *Ticks:388
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:22 State:2  *Ticks:389
    Note:64 EVENT:29 Tick:22 State:2  *Ticks:389
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:21 State:2  *Ticks:390
    Note:64 EVENT:29 Tick:21 State:2  *Ticks:390
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:20 State:2  *Ticks:391
    Note:64 EVENT:29 Tick:20 State:2  *Ticks:391
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:19 State:2  *Ticks:392
    Note:64 EVENT:29 Tick:19 State:2  *Ticks:392
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:18 State:2  *Ticks:393
    Note:64 EVENT:29 Tick:18 State:2  *Ticks:393
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:17 State:2  *Ticks:394
    Note:64 EVENT:29 Tick:17 State:2  *Ticks:394
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:16 State:2  *Ticks:395
    Note:64 EVENT:29 Tick:16 State:2  *Ticks:395
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:15 State:2  *Ticks:396
    Note:64 EVENT:29 Tick:15 State:2  *Ticks:396
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:14 State:2  *Ticks:397
    Note:64 EVENT:29 Tick:14 State:2  *Ticks:397
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:13 State:2  *Ticks:398
    Note:64 EVENT:29 Tick:13 State:2  *Ticks:398
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:12 State:2  *Ticks:399
    Note:64 EVENT:29 Tick:12 State:2  *Ticks:399
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:11 State:2  *Ticks:400
    Note:64 EVENT:29 Tick:11 State:2  *Ticks:400
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:10 State:2  *Ticks:401
    Note:64 EVENT:29 Tick:10 State:2  *Ticks:401
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:9 State:2  *Ticks:402
    Note:64 EVENT:29 Tick:9 State:2  *Ticks:402
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:8 State:2  *Ticks:403
    Note:64 EVENT:29 Tick:8 State:2  *Ticks:403
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:7 State:2  *Ticks:404
    Note:64 EVENT:29 Tick:7 State:2  *Ticks:404
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:6 State:2  *Ticks:405
    Note:64 EVENT:29 Tick:6 State:2  *Ticks:405
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:5 State:2  *Ticks:406
    Note:64 EVENT:29 Tick:5 State:2  *Ticks:406
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:4 State:2  *Ticks:407
    Note:64 EVENT:29 Tick:4 State:2  *Ticks:407
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:3 State:2  *Ticks:408
    Note:64 EVENT:29 Tick:3 State:2  *Ticks:408
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:2 State:3  *Ticks:409
    Note:64 EVENT:29 Tick:2 State:3  *Ticks:409
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:1 State:3  *Ticks:410
    Note:64 EVENT:29 Tick:1 State:3  *Ticks:410
---- PLAY QUEUE: Total Objects:2
    Note:71 EVENT:29 Tick:0 State:4  *Ticks:411
   ---- Note Timed Out: Pitch:71 Ticks:0
    Note:64 EVENT:29 Tick:0 State:4  *Ticks:411
   ---- Note Timed Out: Pitch:64 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:23 State:2  *Ticks:412
    Note:62 EVENT:30 Tick:11 State:2  *Ticks:412
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:22 State:2  *Ticks:413
    Note:62 EVENT:30 Tick:10 State:2  *Ticks:413
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:21 State:2  *Ticks:414
    Note:62 EVENT:30 Tick:9 State:2  *Ticks:414
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:20 State:2  *Ticks:415
    Note:62 EVENT:30 Tick:8 State:2  *Ticks:415
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:19 State:2  *Ticks:416
    Note:62 EVENT:30 Tick:7 State:2  *Ticks:416
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:18 State:2  *Ticks:417
    Note:62 EVENT:30 Tick:6 State:2  *Ticks:417
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:17 State:2  *Ticks:418
    Note:62 EVENT:30 Tick:5 State:2  *Ticks:418
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:16 State:2  *Ticks:419
    Note:62 EVENT:30 Tick:4 State:2  *Ticks:419
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:15 State:2  *Ticks:420
    Note:62 EVENT:30 Tick:3 State:2  *Ticks:420
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:14 State:2  *Ticks:421
    Note:62 EVENT:30 Tick:2 State:3  *Ticks:421
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:13 State:2  *Ticks:422
    Note:62 EVENT:30 Tick:1 State:3  *Ticks:422
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:12 State:2  *Ticks:423
    Note:62 EVENT:30 Tick:0 State:4  *Ticks:423
   ---- Note Timed Out: Pitch:62 Ticks:0
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:11 State:2  *Ticks:424
    Note:60 EVENT:31 Tick:11 State:2  *Ticks:424
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:10 State:2  *Ticks:425
    Note:60 EVENT:31 Tick:10 State:2  *Ticks:425
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:9 State:2  *Ticks:426
    Note:60 EVENT:31 Tick:9 State:2  *Ticks:426
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:8 State:2  *Ticks:427
    Note:60 EVENT:31 Tick:8 State:2  *Ticks:427
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:7 State:2  *Ticks:428
    Note:60 EVENT:31 Tick:7 State:2  *Ticks:428
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:6 State:2  *Ticks:429
    Note:60 EVENT:31 Tick:6 State:2  *Ticks:429
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:5 State:2  *Ticks:430
    Note:60 EVENT:31 Tick:5 State:2  *Ticks:430
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:4 State:2  *Ticks:431
    Note:60 EVENT:31 Tick:4 State:2  *Ticks:431
---- PLAY QUEUE: Total Objects:2
    Note:72 EVENT:30 Tick:3 State:2  *Ticks:432
    Note:60 EVENT:31 Tick:3 State:2  *Ticks:432
---- PLAY QUEUE: Total Objects:2
